name,price,description,image,category_id
"Máy đọc sách Basic 2024 màn hình 6 inch, độ phân giải 300ppi, dung Lượng 16GB, cổng sạc type C - HÀNG CHÍNH HÃNG",3590000,,https://salt.tikicdn.com/cache/280x280/ts/product/38/6f/3c/5e70cb42bb9b9bd01551ef0ce971e150.jpg,1789
Điện Thoại Oppo A79 5G 8GB/256GB - Hàng Chính Hãng,6299000,,https://salt.tikicdn.com/cache/280x280/ts/product/bd/dd/0d/3f82285813e7de41ca7e71eeaa655974.jpg,1789
Điện Thoại Nokia 3210 4G - Hàng Chính Hãng,1579000,,https://salt.tikicdn.com/cache/280x280/ts/product/62/8d/25/a4929ffdfd4faac5679bb7f068efa4e5.jpg,1789
"Điện thoại OPPO A2M 5G 6GB/128GB , Dimensity 6020 , Màn 90Hz , Rom tiếng việt - Hàng chính hãng",2459000,,https://salt.tikicdn.com/cache/280x280/ts/product/63/bd/3f/fb7658b0316f4a930d29dbd22bbd22fa.jpg,1789
"Điện thoại Xiaomi Redmi 13R 5G 6GB/128GB Dimensity 6100+ , Màn 90Hz , Rom quốc tế có sẳn Tiếng việt - Hàng nhập khẩu",3590000,,https://salt.tikicdn.com/cache/280x280/ts/product/4f/7b/47/8ddc593e26f0e5a0c8f767ed58383eeb.jpg,1789
"Máy tính bảng học tập thông minh Nexta Edutab Kid cho bé từ 5-8 tuổi - quản lý thời gian cho trẻ - 1 đổi 1 trong vòng 30 ngày, bảo hành 12 tháng",2990000,,https://salt.tikicdn.com/cache/280x280/ts/product/3f/32/a7/3b5cf10d73da787880c96d21fc7e9bcd.jpg,1789
"Điện thoại Redmi Note 12R 5G 6/128GB Snapdragon 4 Gen 2, Rom Quốc tế có sẳn Tiếng việt - Hàng nhập khẩu",3590000,,https://salt.tikicdn.com/cache/280x280/ts/product/43/b8/49/e2fc95922f52f6b546b3159e2e64454d.jpg,1789
Điện thoại Xiaomi Redmi Note 13 Pro 4G (8GB/128GB) - Hàng chính hãng,7240000,,https://salt.tikicdn.com/cache/280x280/ts/product/4c/fd/70/61e4e0ab85e2394b65ac46ef3631277b.JPG,1789
"Máy Tính Bảng Học Tập Smart Study 1, Hàng Chính Hãng, Cho Trẻ Từ 5-12 Tuổi, 64GB, Tích Hợp Chương Trình Học Tập Toàn Diện",7900000,,https://salt.tikicdn.com/cache/280x280/ts/product/40/20/30/0c329b44a3e2517967587bfc28bb5ff8.jpg,1789
Điện Thoại Oppo A38 4GB/128GB - Hàng Chính Hãng,3079000,,https://salt.tikicdn.com/cache/280x280/ts/product/b6/cc/da/163e97e549fe83aaa3d9460f4e689877.jpg,1789
Máy tính bảng Kindle Fire HD10 2023 13th - 32Gb - Hàng chính hãng,3590000,,https://salt.tikicdn.com/cache/280x280/ts/product/7b/ba/b2/179bb5d5fc63d2723f6ac8e51544e2fa.jpg,1789
Combo Máy đọc sách All New Kindle Paperwhite 6 - Hàng chính hãng,4790000,,https://salt.tikicdn.com/cache/280x280/ts/product/cb/c4/eb/e9e5f4686f3fee8181c35226a297e016.jpg,1789
Điện thoại Samsung Galaxy Z Fold4 5G (12GB/256GB) - Hàng chính hãng,40790000,,https://salt.tikicdn.com/cache/280x280/ts/product/c9/07/6d/6e783dcd433ef3774fcc2632a19651b3.jpg,1789
"Máy đọc sách Kobo Libra (Libra Colour, Libra 2) - hàng nhập khẩu",5190000,,https://salt.tikicdn.com/cache/280x280/ts/product/f5/e5/82/331a50d0d1e2809ef32a38eb201197ad.jpg,1789
Máy tính bảng Xiaomi Redmi Pad SE 8.7 Wifi (4GB/128GB) - Hàng chính hãng,3890000,,https://salt.tikicdn.com/cache/280x280/ts/product/75/b4/ab/491751229e9e2253f65d7fd25859b5c8.jpg,1789
Điện thoại Xiaomi Poco C85 (6GB/128GB) - Hàng chính hãng,3660000,,https://salt.tikicdn.com/cache/280x280/ts/product/5a/d0/14/b0e96e99db1291055b1ddd684389dfd9.jpg,1789
Điện thoại Xiaomi Redmi 13x (8GB/128GB) - Hàng chính hãng,4660000,,https://salt.tikicdn.com/cache/280x280/ts/product/b5/a2/6c/f661623aac014b584334c80c48354681.jpg,1789
Điện Thoại Xiaomi Redmi 15 6GB/128GB - Hàng Chính Hãng,3919000,,https://salt.tikicdn.com/cache/280x280/ts/product/b2/37/7e/ea52500b4bf1f0617ccb5cf985a2da0a.jpg,1789
"Máy tính bảng Xiaomi Pad 7 11.2"" Wifi (8GB/128GB) - Hàng chính hãng",9019000,,https://salt.tikicdn.com/cache/280x280/ts/product/92/9a/00/8663117018875dd1c97d14fdac1bb819.jpg,1789
